mother_id,nid,name,profession,income
1566,1342408839,Daniel Schmidt,Travel agency manager,79006
1567,7700088033,Shane Chen,"Engineer, maintenance (IT)",53266
1568,2038673672,Scott Davis,Emergency planning/management officer,48496
1569,6327450418,Julie Richards,"Education officer, environmental",35091
1570,5521239720,Marie Bruce,"Administrator, local government",97171
1571,6241664713,Christopher Miller,"Investment banker, operational",58318
1572,9797080138,Brittany Scott,Technical sales engineer,40750
1573,7896118057,Kathryn Case,Retail buyer,56101
1574,3251989021,Andrew Vargas,Television floor manager,59034
1575,6162131799,David Rodriguez,"Pharmacist, community",61049
1576,9498535261,Patricia Smith,Site engineer,97205
1577,6866658147,Logan Torres,"Therapist, horticultural",94123
1578,4830645474,Bradley Snow,Investment analyst,96808
1579,6940623433,Cody Waters,"Programmer, multimedia",34801
1580,6039353225,David Kelly,Illustrator,49098
1581,9424363075,Michelle Solis,Field trials officer,25789
1582,3162319430,William Livingston,Contractor,78476
1583,2356512916,Charles Ayala,"Nurse, children's",88557
1584,2696515082,Michael Williams,Dealer,32567
1585,9321666150,Jeffrey Carter,"Journalist, newspaper",52765
1586,9127588470,Timothy Rodriguez,"Scientist, clinical (histocompatibility and immunogenetics)",61011
1587,2502137223,Jason Nelson,Art therapist,74491
1588,1249185720,Zachary Barr,Public relations account executive,76257
1589,9163017459,Erin Edwards,"Designer, industrial/product",32254
1590,2489692031,Rachel Smith,Technical author,62085
1591,8808735338,Sydney Velasquez,Applications developer,42794
1592,4685227446,Paul Gibson,Learning disability nurse,78915
1593,9255934793,Trevor Stone,Physiotherapist,25223
1594,6818976161,Bryan Le,Commercial art gallery manager,48417
1595,8779306974,Manuel Rivera,Art gallery manager,80746
1596,8161801409,Kyle Scott,Professor Emeritus,21523
1597,3960407980,David Hernandez,Television camera operator,25113
1598,9225693006,Jerry Sharp,Translator,32408
1599,2029140528,Brad Torres,Press photographer,91882
1600,1491972187,Rachel West,Legal secretary,97949
1601,7645987981,Mary Maldonado,Chartered certified accountant,70009
1602,3857090069,Jennifer Harvey,Secondary school teacher,75426
1603,2557889277,Edward Young,Customer service manager,74406
1604,8172255159,Matthew Wright,Consulting civil engineer,67898
1605,6757132904,Jack Garrett,Tourism officer,74900
1606,6982835947,Bryan Warner,Architectural technologist,89348
1607,4657168632,Amanda May,Insurance underwriter,67639
1608,8995590119,Matthew Marsh,Further education lecturer,79699
1609,8701669004,Michelle Donovan,Psychiatric nurse,39043
1610,2627448482,Jonathan Glover,Industrial/product designer,61150
1611,7480675394,Mark Ward,Adult nurse,66321
1612,1540284242,Meredith Richards,Colour technologist,69679
1613,6174368051,Evan Rodriguez,Academic librarian,52548
1614,3397396361,Kimberly Sharp,Site engineer,65930
1615,4995457274,Heather Moore,"Pharmacist, hospital",57805
1616,2900751792,Sara Simpson,Paediatric nurse,72344
1617,8594214188,Dustin Sanders,Occupational therapist,68161
1618,3809252426,Barbara Scott,Airline pilot,44004
1619,8347848597,Theresa Carrillo,Tree surgeon,87839
1620,5091086316,Sara Davis,"Lecturer, further education",74301
1621,1611050420,Alyssa Roberts,Energy engineer,63152
1622,8298810451,Shannon Thomas,Building services engineer,79844
1623,6531314123,Scott Elliott,Cartographer,92154
1624,6256433488,Michelle Hawkins,Newspaper journalist,26267
1625,5114800192,Katrina Thomas,"Psychologist, sport and exercise",43767
1626,3161621542,Donald Mccann,Horticultural therapist,49479
1627,6861926407,Ronald Frazier,Commissioning editor,32929
1628,9779019860,Karen Hernandez,English as a foreign language teacher,20943
1629,7282850566,Megan Wallace,"Surveyor, land/geomatics",46447
1630,8943768990,Daniel Downs,"Designer, jewellery",24025
1631,5345544931,Joseph Jones,Clinical cytogeneticist,76617
1632,9860868066,Thomas Smith,Sport and exercise psychologist,46362
1633,7461202810,Elizabeth Humphrey,"Designer, exhibition/display",21203
1634,8179090898,Raymond Waller,Estate manager/land agent,66878
1635,6125008115,Matthew Gutierrez,"Biochemist, clinical",36377
1636,6638598442,Carlos Ortiz,Insurance claims handler,34967
1637,3165626583,John Davis,"Nurse, adult",97830
1638,3676901852,Michael Johnson,Environmental consultant,62057
1639,7058012152,Stacy Lamb,"Education officer, environmental",67914
1640,6926118200,David Bruce,"Scientist, physiological",49864
1641,6347558140,Rebecca Massey,Control and instrumentation engineer,38474
1642,6289926796,Audrey Winters,Social worker,28698
1643,8378828535,Austin Campbell,Land,93531
1644,1584957463,Mark Rodriguez,"Scientist, audiological",81357
1645,4944026778,Mary Conley,Television/film/video producer,48748
1646,5145459304,Matthew Mccarthy,"Engineer, drilling",79431
1647,3797702627,Tracey Bridges,Immigration officer,95340
1648,4861889088,Kayla Vaughn,Manufacturing systems engineer,93249
1649,5977335507,Stacy Espinoza,Mental health nurse,32018
1650,8917183468,Jeremy Olson,Police officer,99709
1651,8136775363,Michael Meyer,International aid/development worker,98491
1652,8307342895,Michael Allen,Civil Service administrator,69911
1653,5086469048,Shawn Cole,Clinical embryologist,90538
1654,8490650995,Darren Adams,Occupational hygienist,99464
1655,8238998763,Mariah Martinez,Commercial horticulturist,32058
1656,2748330997,Pamela Cruz,Ceramics designer,28386
1657,1448373238,Bethany Mcpherson,Naval architect,38760
1658,8445817430,Michelle Mason,"Engineer, manufacturing",31321
1659,8779890949,Diana Bailey,Proofreader,41839
1660,9023411933,Laura Barber,Speech and language therapist,68104
1661,8827475877,Ruben Johnson,"Production assistant, television",49637
1662,5272626367,Jamie Zimmerman,Youth worker,26376
1663,3415421021,Monica Rojas,Fast food restaurant manager,91021
1664,2145048468,Kaitlyn Allen,Community pharmacist,52020
1665,7599425346,Theresa Mitchell,Armed forces training and education officer,65264
1666,3147148314,Elizabeth Smith,"Therapist, music",54553
1667,7151321520,Cynthia Scott,"Editor, film/video",73179
1668,2144854818,Tammy Carroll,Dealer,30185
1669,6099378503,Jesse Chavez,"Therapist, sports",22572
1670,4396219238,Aaron Macdonald,Marine scientist,93952
1671,3485523535,Kyle White,Travel agency manager,91133
1672,9542982109,Kevin Reynolds,Set designer,60255
1673,2892978867,Courtney Peters,"Optician, dispensing",80025
1674,5937195307,Lisa Martin,"Investment banker, corporate",73121
1675,1136755319,Jennifer Mckinney,Microbiologist,74945
1676,5300873100,Antonio Bell,"Engineer, materials",76862
1677,6064069465,Steven White,"Civil engineer, consulting",87604
1678,9088648362,Joseph Mason,Heritage manager,83043
1679,7362065200,Brenda Garcia,Energy manager,35293
1680,5532948626,Donald Thomas,Financial manager,77773
1681,3754382740,Caroline Carr,"Programmer, multimedia",53961
1682,7308285000,Kristine Jones,Science writer,48908
1683,8794940684,John Vazquez,Museum education officer,56030
1684,2550212603,Christopher Wallace,"Surveyor, commercial/residential",37678
1685,5035473791,Lindsay Jimenez,Sports coach,82928
1686,3878885924,Matthew Williams,Facilities manager,83926
1687,4435087029,Taylor Harding,"Engineer, structural",42150
1688,6534742742,Eric Rose,Product manager,31870
1689,4563429475,Theresa Little,Water engineer,37533
1690,7799985720,Paula Richards,Politician's assistant,97650
1691,5223206273,Travis Wolfe,"Scientist, clinical (histocompatibility and immunogenetics)",43382
1692,7120425262,Anna Burke,Clinical embryologist,88588
1693,1709160899,Deborah Martin,Pharmacologist,28803
1694,5638957792,Brenda Tran,"Designer, graphic",78300
1695,6040303207,Timothy Hale,Translator,32502
1696,9901962364,Zachary Underwood,Mechanical engineer,84909
1697,7965957154,Kevin Adams,Food technologist,26219
1698,6546124342,Tyrone Hutchinson,Armed forces training and education officer,86269
1699,5978356539,John Robbins,Diplomatic Services operational officer,66551
1700,9744825031,John Haynes,"Engineer, aeronautical",51746
1701,7818422908,Yolanda Harris,Operational researcher,88897
1702,9507477400,Margaret Cummings,Music therapist,72786
1703,9817718908,Katie Cummings,"Civil engineer, consulting",84616
1704,3192397048,Vicki Russell,Public relations officer,92679
1705,9531088917,Timothy Ward,Engineering geologist,58286
1706,2935490189,Angela Jimenez,Radio producer,96944
1707,3230997358,Thomas Vincent,"Engineer, electrical",81252
1708,2630758627,Troy Rogers,Public relations officer,67828
1709,2176329593,Brittany Hamilton,Research scientist (maths),22411
1710,5041759971,Christopher Fitzpatrick,Graphic designer,26900
1711,5092646434,Carlos Fleming,Publishing rights manager,22910
1712,7002910554,Isabella Turner,IT trainer,35104
1713,6943819852,Teresa Glover,Architect,82708
1714,4196294806,Monica Lyons,Sub,86613
1715,3988102983,Susan Oliver,Agricultural consultant,75940
1716,4203025356,Zachary Harris,Phytotherapist,62057
1717,1530296763,Maria Michael,Phytotherapist,66065
1718,4980525658,Rachel Carr,Geophysical data processor,72841
1719,7642259870,William Kennedy,Visual merchandiser,97311
1720,9674931566,Kimberly Lee,Analytical chemist,67173
1721,1310275757,Thomas Ochoa,Dramatherapist,66946
1722,6441360932,Mason Collins,Land,52733
1723,6967424829,Joshua Hernandez,Chief of Staff,20472
1724,3853359954,Courtney Davis,Audiological scientist,67544
1725,6031414342,Jonathan Avila,Geographical information systems officer,56417
1726,8090258195,Derrick Frederick,Civil Service administrator,71128
1727,4158614977,Joshua Marshall,Animal nutritionist,90844
1728,5135139503,Heather Roberts,Tree surgeon,51644
1729,7953798388,Shannon Green,Banker,21630
1730,3821908135,Thomas Miller,Contractor,68402
1731,6698430010,Julie Mendez,IT technical support officer,96843
1732,3934882463,Stephanie Smith,Corporate treasurer,59509
1733,8063059599,Jonathan Hernandez,Chief Operating Officer,73682
1734,7591372183,Danielle Herrera,Food technologist,76239
1735,7044590172,Samantha Mcfarland,Financial planner,83144
1736,5044243539,Greg Reed,Food technologist,42087
1737,4206865746,Richard Bailey,Adult nurse,24249
1738,2323110101,Jamie Clayton,Chemical engineer,73402
1739,9232482446,Cheryl Salazar,Osteopath,27710
1740,6156710848,Stephanie Mitchell,Air cabin crew,34824
1741,3370981902,Debra Brown,"Pharmacist, community",92358
1742,9052831188,Joel Mendez,"Engineer, structural",43587
1743,5098331862,Joseph Anderson,Chiropodist,67087
1744,8921069398,Lauren Castro,Technical author,50585
1745,8378805263,Melissa Davis,Warehouse manager,99260
1746,8972421858,Jordan Williams,"Doctor, hospital",36322
1747,2608158539,Sarah Wright,Neurosurgeon,87076
1748,8776276847,Carla Morgan,"Engineer, broadcasting (operations)",66778
1749,2227527096,Sara Brown,"Pharmacist, hospital",84262
1750,7799437087,Megan Adams,"Administrator, education",44683
1751,8617854105,Jasmine Mccoy,Land,74232
1752,9613507361,Benjamin Taylor,Agricultural engineer,23364
1753,9308880906,Mark Morrison,Charity fundraiser,76726
1754,2529684767,Kara Garcia,"Geneticist, molecular",44652
1755,3942426982,Mario Hamilton,Lexicographer,54392
1756,1950045374,Bobby Nixon,"Buyer, industrial",22041
1757,4742400205,Sharon Lopez,Ecologist,46038
1758,7196379646,Nicole Mccarthy,International aid/development worker,24609
1759,8966460180,Lynn Mendoza,Equality and diversity officer,51195
1760,7892359191,Joseph Garcia,"Sales professional, IT",56824
1761,9590362945,Michelle Santos,Bookseller,80800
1762,2992813823,Thomas Robinson,"Therapist, music",69073
1763,3004421062,Donna Phillips,Secondary school teacher,90244
1764,9205156893,Christine Smith,Hotel manager,85269
1765,3305065101,Jennifer Pearson,Leisure centre manager,58536
1766,5560458446,Jon Turner,Paramedic,65855
1767,3217625684,Robert Adams,Radiation protection practitioner,23412
1768,9715235773,Holly Parks,"Accountant, chartered certified",47066
1769,4560336157,Mark Dean,Intelligence analyst,64663
1770,5173430754,Kimberly Waters,"Civil engineer, consulting",58352
1771,8527329523,Alexis Gray,Photographer,93990
1772,4547762721,Derek Bishop,Herbalist,69825
1773,1166735391,Debbie Sawyer,"Psychologist, forensic",60454
1774,7471403729,Katie Barnes,Lexicographer,44628
1775,4581429507,Rebecca Santos,Purchasing manager,83969
1776,1720284142,Jennifer Williams,"Restaurant manager, fast food",86407
1777,9921194713,Elizabeth Johnson,Production manager,36699
1778,2584976977,Dawn Mcgee,"Research officer, political party",70453
1779,2918094188,Brian Turner,Proofreader,81079
1780,4176789117,Colton Johnston,Higher education careers adviser,36500
1781,7771605047,Matthew Gonzalez,"Surveyor, commercial/residential",56566
1782,3905445139,Abigail Orr,"Geologist, wellsite",31130
1783,3570444642,Danny Simon,"Engineer, automotive",68717
1784,1051010408,Cassandra Sanders,"Psychologist, counselling",71989
1785,9261082312,Vincent Graham,"Pharmacist, community",78938
1786,6071132645,Jeffrey Haas,Conference centre manager,50045
1787,8908933527,Jennifer Brown,Sub,57804
1788,2511971396,Elijah Davis,Metallurgist,60550
1789,2842250507,Rebecca Medina,Curator,91963
1790,6043261128,Brianna Tanner,Research scientist (physical sciences),44452
1791,9421886114,David Williams,Publishing rights manager,21521
1792,5345999888,Ashley Marshall,Chartered accountant,51263
1793,5126237683,Sandra Clements,Broadcast engineer,56011
1794,4421136055,Samuel Schneider,"Designer, ceramics/pottery",29934
1795,8146689199,Andrew Yang,"Administrator, charities/voluntary organisations",58524
1796,5397505256,Mary Young,Magazine journalist,43520
1797,6669060667,Roger Smith,"Designer, ceramics/pottery",24741
1798,3325658547,Timothy Watts,"Programmer, multimedia",88688
1799,5365512249,James Gilmore,Administrator,90128
1800,5035216678,Felicia Garcia,Cytogeneticist,61488
1801,4695069882,Andrew Malone,Sports coach,25151
1802,8137314442,Jane Evans,"Horticulturist, commercial",61499
1803,4626282040,Ann Mcguire,"Therapist, music",84167
1804,1747405548,Pamela Lindsey,Systems developer,27129
1805,2083205863,Alicia Mitchell,Transport planner,94889
1806,5461221185,Charles Jennings,Diagnostic radiographer,88255
1807,1562377019,Gregory Lawson,Marine scientist,68738
1808,3659259755,Sarah Winters,Haematologist,49465
1809,8995360352,Joshua Anderson,"Therapist, horticultural",58745
1810,2422913099,Jessica Clay,"Education officer, environmental",97415
1811,4239285267,Alex Evans,"Scientist, biomedical",32300
1812,7346901169,Michael Palmer,"Buyer, industrial",89431
1813,9453579127,Jessica Collins,Archaeologist,71664
1814,7615259824,Cynthia Chapman,Government social research officer,20240
1815,4259442481,Helen Conrad,Marine scientist,96452
1816,8343168663,Stephanie Gonzalez,Operational investment banker,22047
1817,6278396197,Kari Mccoy,Sports therapist,46461
1818,1753028108,Elizabeth Holmes,General practice doctor,56529
1819,5175651547,Austin Haynes,Magazine journalist,75180
1820,4218849276,Alexandra Watkins,Land/geomatics surveyor,97232
1821,2080136799,Billy Harris,Nature conservation officer,79086
1822,8477380797,Laura Davenport,Biomedical scientist,94934
1823,9283988561,Samuel Cox,"Teacher, early years/pre",78659
1824,2205834311,Gregory Young,Armed forces training and education officer,58132
1825,2011365388,Colleen Richardson,Aid worker,60300
1826,4808944572,Courtney Turner,Volunteer coordinator,68251
1827,8297736832,Derrick Gutierrez,"Psychotherapist, dance movement",99776
1828,3388830814,Ashley Weaver,"Horticulturist, amenity",85823
1829,8471779485,Richard Lopez,"Engineer, electronics",42048
1830,9937803952,Maria Brown,"Merchandiser, retail",56361
1831,4717197488,Sarah Murphy,Economist,54177
1832,4882291825,Patricia Gomez,Insurance underwriter,48541
1833,3787800250,Felicia Perez,"Optician, dispensing",22071
1834,4969815173,Christopher Kelly,"Buyer, industrial",32055
1835,2925726923,Brandon Bowers,Maintenance engineer,51270
1836,1797177701,Jacob Pena,Architect,85365
1837,4034615176,Michelle Rivera,Television camera operator,99432
1838,8634380862,Lance Ray,Ergonomist,40576
1839,3759269776,Destiny Jones,Data scientist,30968
1840,6710661726,Brian Harrison,Sport and exercise psychologist,63910
1841,9168842073,Christian Walsh,Records manager,88907
1842,1082499372,Hailey Rogers,Learning disability nurse,32662
1843,7739209604,Bryan Collins,"Engineer, control and instrumentation",78416
1844,6494097049,Melissa Rodriguez,Learning mentor,53818
1845,6510002697,Jeffrey Morrow,"Sound technician, broadcasting/film/video",47107
1846,2280212316,Christopher Marks,Catering manager,62578
1847,9997745467,John Anderson,"Administrator, Civil Service",32496
1848,5395082514,Kelsey Pierce,Orthoptist,48834
1849,2970464234,Kevin Cohen,Site engineer,74269
1850,5810569249,Glenn Burton,Community development worker,66158
1851,8293422090,John Carter,Travel agency manager,60284
1852,3181421610,Christine Shaffer,Magazine journalist,79577
1853,3228555248,James Taylor,Firefighter,51808
1854,2152684696,Lisa Deleon,Archivist,75557
1855,7730323018,Kelly Johnson,Academic librarian,94080
1856,9789452605,Rebecca Bean,"Designer, fashion/clothing",31313
1857,5781001065,David Myers,Industrial buyer,96963
1858,6545928430,Alexandria Knox,Building control surveyor,46966
1859,9859025270,Dominique Cooper,"Teacher, music",69516
1860,2272946713,Cory Graham,Hospital doctor,91851
1861,2091288766,Rebecca Jones,Curator,42899
1862,3025569566,Julie Martin,Logistics and distribution manager,45963
1863,5352642760,Ashley Alexander,Neurosurgeon,45708
1864,5372925072,James Murray,"Engineer, manufacturing",21704
1865,3487952365,Michael Villarreal,TEFL teacher,90652
1866,3028844848,Jacqueline Rogers,"Engineer, structural",91334
1867,6837491181,Sophia Allen,Trade mark attorney,99869
1868,5009091064,Donna Perez,Occupational hygienist,43942
1869,8253330066,Michael Young,"Psychologist, clinical",83500
1870,5882409232,Christina Johnson,Podiatrist,90025
1871,3533170019,Jeff Hernandez,Jewellery designer,20480
1872,3119789234,Anna Lin,"Investment banker, corporate",73451
1873,7376378706,Laura Moore,Consulting civil engineer,92775
1874,4500195205,Samantha Mccarty,"Accountant, chartered management",57478
1875,3238717911,Daniel Willis,Nutritional therapist,58469
1876,8421925600,Scott Rivas,"Scientist, clinical (histocompatibility and immunogenetics)",79171
1877,5350037672,Sarah Wood,"Scientist, research (physical sciences)",89131
1878,1956886474,Curtis Brown,Toxicologist,45823
1879,5707581385,Joshua Richardson,Higher education careers adviser,30121
1880,8330979108,Robert Smith,Research scientist (maths),90534
1881,3255037420,Miranda Garcia,Equality and diversity officer,43526
1882,4804733845,Tara Garcia,Politician's assistant,52974
1883,3812823923,Claire Hodge,Research scientist (life sciences),73798
1884,4240074774,Donald Anderson,"Surveyor, hydrographic",57657
1885,1888072245,William Dillon,Occupational psychologist,24616
1886,7725371950,Patrick Reynolds,"Engineer, agricultural",51353
1887,9861775812,Kathy Henry,"Administrator, Civil Service",37601
1888,8192116248,Deborah Williams,Automotive engineer,48543
1889,7030029797,Heather Robinson,Broadcast presenter,72278
1890,2155612360,Erika Mcclure,Armed forces logistics/support/administrative officer,79511
1891,3388149787,Timothy Smith,Film/video editor,73341
1892,4209739735,Courtney Perry,"Editor, film/video",60420
1893,7285506064,Donna Norman,Technical author,32521
1894,5625145940,John Whitney,Pharmacologist,22187
1895,2619778338,Dawn Oliver,Intelligence analyst,39532
1896,6421918193,Kenneth Collins,"Presenter, broadcasting",40191
1897,9386017569,Christie Jones,"Scientist, research (life sciences)",69613
1898,8136002009,Angel Miller,Licensed conveyancer,99803
1899,7057297248,Jennifer Buchanan,Meteorologist,68846
1900,8080020109,Kathy Jackson,Neurosurgeon,58642
1901,5015855863,Kenneth Dixon,Education administrator,92448
1902,6344694068,Jonathan Rose,Waste management officer,34261
1903,4224704050,Christopher Callahan,Database administrator,94598
1904,4142952379,Travis Hanna,"Journalist, broadcasting",56854
1905,1731228285,Lauren Gonzalez,Translator,59645
1906,2035348269,Nancy Sharp,Equities trader,54655
1907,3377420434,Courtney Olson,Teaching laboratory technician,29910
1908,7229039085,Kelsey Owen,"Horticulturist, amenity",90112
1909,3993734299,Timothy Cook,Forest/woodland manager,26092
1910,9398802023,Shelly Baker,"Scientist, forensic",66053
1911,5092536982,Derrick Browning,Police officer,44428
1912,2682734864,Wendy Brown,"Engineer, biomedical",36147
1913,3633564740,Phyllis Smith,"Engineer, broadcasting (operations)",61126
1914,5165013081,Brian Gordon,Air traffic controller,58665
1915,1414600261,Kathleen Beard,Marketing executive,27800
1916,9040693419,Christopher Allen,"Engineer, broadcasting (operations)",74996
1917,2187991136,Raymond Sanders,Advertising account executive,41741
1918,9044245060,Oscar Dixon,Clothing/textile technologist,29498
1919,1438001899,Stephanie Williams,Radiation protection practitioner,43907
1920,3310119410,Cynthia Torres,Environmental consultant,63402
1921,3006328370,Kevin Jones,Professor Emeritus,52094
1922,2444563864,Miguel Larsen,"Lecturer, higher education",97027
1923,3759312751,Jerry Brown,Higher education lecturer,97460
1924,1507414150,Belinda Nolan,Metallurgist,83848
1925,1890303642,Sydney Murray,"Engineer, communications",50740
1926,8165713001,Jennifer Morris,Chemical engineer,32045
1927,9367906688,Dennis Rodriguez,Passenger transport manager,54407
1928,7984210886,Alexandra Perkins,Magazine journalist,28252
1929,8856941391,Rachel Hampton,"Psychologist, prison and probation services",68492
1930,4409631516,Mary Allen,Recycling officer,28498
1931,6099419118,Cynthia Davis,Agricultural engineer,75638
1932,8585777797,Aimee Rogers,Astronomer,40000
1933,7683325537,Richard Matthews,Armed forces training and education officer,32048
1934,2331429384,Jared Newman,Insurance risk surveyor,38171
1935,2976629836,Lisa Hughes,Diplomatic Services operational officer,63101
1936,1931836376,Anthony Fisher,Editorial assistant,71413
1937,5699164165,Jade Trujillo,Health service manager,35882
1938,8861688540,Christopher Hanson,Art therapist,67488
1939,9327692913,Aaron Bishop,Theme park manager,29879
1940,7129104506,Jennifer Hart,Aeronautical engineer,41297
1941,9236249661,John Walker,Legal executive,75563
1942,2271691707,Julie Stone,"Chemist, analytical",60986
1943,8221361463,Maureen Tate,Land,69593
1944,2524932061,Gabriel Smith,Mining engineer,54135
1945,1621482649,Kenneth Smith,Emergency planning/management officer,95072
1946,7494686053,Billy Anderson,Naval architect,23485
1947,3315493683,Melissa Duarte,Race relations officer,94821
1948,6531175034,Jennifer Gonzalez,"Surveyor, mining",47422
1949,3857142409,Lisa Montgomery,"Accountant, chartered certified",84253
1950,6166729474,Allison Livingston,Podiatrist,67518
1951,4078869160,Michael Hale,"Administrator, local government",97708
1952,7388119921,Jennifer Perkins,"Engineer, electronics",70743
1953,1216148768,Alicia Edwards,Health promotion specialist,34479
1954,5047015371,Tara Fuller,Records manager,57744
1955,9822982137,Connie Wallace,Conference centre manager,75476
1956,6299116500,Rachel Richmond,Camera operator,34744
1957,1491724936,Thomas Jenkins,Field seismologist,44780
1958,2933864527,Stephen Manning,"Runner, broadcasting/film/video",48141
1959,7274620514,Marc Morton,Logistics and distribution manager,46454
1960,2936783660,Laura Webster,Oceanographer,33689
1961,6246916912,Emily Spencer,Industrial buyer,69150
1962,4158849341,Amanda Freeman,"Surveyor, insurance",81971
1963,8667160403,Michael Moss,"Journalist, broadcasting",39560
1964,5418475264,Michelle Andrade,Podiatrist,21259
1965,7099052668,Zachary Cox,Corporate investment banker,28855
1966,9372099889,Glenda Freeman,"Education officer, community",56489
1967,9883632482,Megan White,Drilling engineer,83388
1968,1471276900,Chad Ferguson,"Lecturer, further education",39191
1969,3954222515,Paul Walsh,"Social research officer, government",53414
1970,5621147329,Kathy Richardson,Television/film/video producer,29718
1971,2995280094,Katie Curtis,Radio broadcast assistant,82938
1972,6394721585,Calvin Sandoval,Retail manager,69962
1973,5681138457,Lisa Sandoval,Music therapist,39490
1974,5171775926,Annette Martinez,Meteorologist,76447
1975,7037241037,Joanna Weber,Careers adviser,36869
1976,6152657217,Jill Adams,Sales executive,91505
1977,5141879096,Shawna Williams,"Surveyor, rural practice",48254
1978,5342698662,Taylor Wright,"Programmer, multimedia",36933
1979,3927728166,Sean Phillips,Phytotherapist,60561
1980,1993007329,Amanda Anderson,"Engineer, maintenance (IT)",90832
1981,3473582231,Sara Rodriguez,"Pharmacist, hospital",30548
1982,7649111830,Joshua Benson,"Geneticist, molecular",79825
1983,5007996140,Christopher Mitchell,"Producer, television/film/video",30683
1984,8726274194,Jessica Holt,Hospital pharmacist,64578
1985,7994774470,Angela Williams,Film/video editor,24074
1986,4392498637,Hannah Dunlap,Sports development officer,89210
1987,6105911243,Brianna Alexander,Soil scientist,45912
1988,8775005949,Jason Wallace,Transport planner,80091
1989,6167913875,Mark Benitez,Warden/ranger,59124
1990,7913348619,Michelle Hughes,Exhibition designer,56500
1991,3088798290,Nicole Costa,Claims inspector/assessor,47482
1992,1214174122,Randall Green,Academic librarian,58135
1993,5529755183,Christina White,Forensic scientist,85397
1994,5989996227,Crystal Ward,International aid/development worker,49787
1995,5837390900,Richard Marshall,"Scientist, physiological",50737
1996,3448168653,John Hart,Neurosurgeon,76705
1997,6406855681,Jon Estes,Health service manager,24349
1998,1365755058,John Hawkins,Lobbyist,80417
1999,7982605331,Tyler Wolfe,Management consultant,96537
2000,5324186556,Teresa Smith,Field seismologist,83459
2001,7852301456,Katelyn Berry,"Civil engineer, contracting",59527
2002,2860640495,Daniel Myers,Charity officer,85019
2003,7327150222,Natalie Woods,Housing manager/officer,75888
2004,5135484294,Nancy Bruce,Lexicographer,38377
2005,5174425259,Karen Oneal,Leisure centre manager,84175
2006,5709334660,Alexandria Garcia,Operational investment banker,24309
2007,6711468902,Richard Brown,Risk analyst,64589
2008,4988759886,Nathan Cruz,Further education lecturer,93112
2009,6435226418,Ashley Bailey,Fitness centre manager,92605
2010,4374897195,Jennifer Houston,"Engineer, petroleum",43145
2011,5806165842,Jenny Adams,Air broker,28654
2012,1097490020,John Snyder,Quarry manager,63896
2013,6253791705,Beth Richmond,Financial risk analyst,67443
2014,8963892947,Pamela Smith,Insurance broker,96955
2015,7859793728,Amanda Jackson,Retail manager,67423
2016,2012481731,Peter Collins,Futures trader,83465
2017,4174674573,Brett Foster,Mechanical engineer,44111
2018,1280077810,Felicia Johnson,"Editor, commissioning",20087
2019,9345129656,Heather Robles,Financial controller,31369
2020,9651799139,David Watson,Actuary,65010
2021,5109151539,Tina Harvey,"Loss adjuster, chartered",54839
2022,9066160510,Brian Sims,Fast food restaurant manager,40859
2023,7602370448,Kirsten Ellis,"Engineer, chemical",32105
2024,6533525627,Mary Coleman,"Designer, textile",26806
2025,1774197043,Andrea Hayes,Charity officer,23638
2026,2980678382,Marisa Anderson,"Therapist, sports",84514
2027,8962362274,Judith Smith,Chiropractor,98999
2028,5241930671,Cynthia Rodriguez,Aid worker,75673
2029,5522328752,Kevin Griffin,Tax adviser,20572
2030,8314211130,Robert Thomas,"Surveyor, planning and development",54902
2031,7561135557,Alexis Moore,Teaching laboratory technician,94301
2032,3369709368,Julia Jensen,Restaurant manager,57137
2033,6422640833,Amanda Murray,Drilling engineer,92850
2034,1372390448,Ashley Johnson,Prison officer,45993
2035,2337758513,Brandon Wilson,Aid worker,42932
2036,6974561534,David Sharp,Public relations officer,58042
2037,1574176050,Mitchell Payne,Art gallery manager,87990
2038,6081794331,Daniel Wells,Geochemist,86405
2039,8867899098,Brianna Hopkins,Careers adviser,58975
2040,1941848434,Misty Perry,Aeronautical engineer,79514
2041,4325626703,Shawn Murphy,Medical physicist,69034
2042,5483509213,William Murphy,Speech and language therapist,94746
2043,9049087892,Ian Cox,"Exhibitions officer, museum/gallery",29154
2044,3711919782,James Washington,Accounting technician,80625
2045,7708566432,Wendy Moore,Clinical research associate,73731
2046,5249835384,Javier Day,Industrial/product designer,87520
2047,2578145099,Shawna Stewart,Graphic designer,88768
2048,9703223481,Justin Robinson,"Teacher, music",29873
2049,4342060322,Zachary Roberts,Higher education careers adviser,87659
2050,9008926789,Mario Suarez,"Journalist, broadcasting",61994
2051,8938967333,Haley Brown,"Engineer, structural",56724
2052,2375778131,Christopher Tucker,Broadcast engineer,59025
2053,9957846146,Thomas Erickson,Building surveyor,59212
2054,8082686300,Sean Kennedy,Counsellor,75217
2055,2508286068,Darrell Parker,Accommodation manager,96162
2056,7214475755,Karen Price,Bonds trader,53126
2057,3289256719,Jeremy James,"Psychologist, prison and probation services",94103
2058,4503016070,Angelica Howe,Water quality scientist,33552
2059,8110334721,Patrick Lee,Commissioning editor,47810
2060,3534331859,Erica Barker,"Surveyor, planning and development",68452
2061,1990485821,Kristina Barron,Trading standards officer,40937
2062,7768308643,Kyle Choi,"Engineer, electrical",91148
